[     267ms] [ERROR] Push notification setup failed: Error @ http://localhost:5190/src/lib/push.ts:20
[ 2300816ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2362810ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2426471ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2486477ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2548489ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2608492ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2668505ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2728510ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2788514ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2848510ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2908514ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 2968518ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3028523ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3088528ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3148533ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3208537ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3268761ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3328765ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3388769ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3448774ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3508779ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3568792ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
[ 3628788ms] [ERROR] [JavaScript Error: "Firefox can’t establish a connection to the server at ws://localhost:5190/ws." {file: "http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b" line: 1107}] @ http://localhost:5190/node_modules/.vite/deps/@stomp_stompjs.js?v=5af2ca6b:1107
